Date,^FCHI,ACA.PA,AI.PA,AIR.PA,ALO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EL.PA,EN.PA,ENGI.PA,ERF.PA,GLE.PA,HO.PA,KER.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STMPA.PA,SU.PA,TEP.PA,TTE.PA,VIE.PA,VIV.PA,Date,Year
2023-01-02,6594.56982421875,9.986000061035156,135.0,113.86000061035156,23.3799991607666,49.58000183105469,54.93000030517578,15.75,158.60000610351562,26.485000610351562,94.94999694824219,33.775001525878906,170.9499969482422,28.510000228881836,13.555999755859375,66.0199966430664,24.184999465942383,120.0,483.6000061035156,75.22000122070312,694.0999755859375,26.915000915527344,25.34000015258789,337.1000061035156,9.394000053405762,59.65999984741211,184.89999389648438,1473.0,33.400001525878906,118.54000091552734,91.68000030517578,46.959999084472656,33.415000915527344,132.74000549316406,223.10000610351562,60.02000045776367,24.8700008392334,9.071999549865723,2023-01-02,2023
2023-01-03,6623.89013671875,10.112000465393066,134.66000366210938,114.54000091552734,23.219999313354492,49.95500183105469,56.0099983215332,15.875,159.64999389648438,26.65999984741211,94.83999633789062,34.10499954223633,170.10000610351562,28.600000381469727,13.508000373840332,66.13999938964844,24.56999969482422,116.05000305175781,489.1000061035156,75.9000015258789,702.7999877929688,27.6299991607666,25.325000762939453,338.3999938964844,9.527999877929688,60.41999816894531,184.4499969482422,1490.0,33.185001373291016,118.0,92.33000183105469,48.189998626708984,33.529998779296875,133.89999389648438,228.3000030517578,58.97999954223633,24.780000686645508,9.324000358581543,2023-01-03,2023
2023-01-04,6776.43017578125,10.378000259399414,138.27999877929688,115.37999725341797,24.719999313354492,50.41999816894531,58.310001373291016,16.06999969482422,163.3000030517578,27.045000076293945,97.08000183105469,34.935001373291016,173.3000030517578,29.270000457763672,13.246000289916992,68.05999755859375,25.469999313354492,113.94999694824219,511.0,77.76000213623047,738.0,28.274999618530273,25.684999465942383,356.1499938964844,9.814000129699707,61.939998626708984,186.39999389648438,1553.0,34.70000076293945,119.0,92.2699966430664,50.34000015258789,34.375,139.8000030517578,236.10000610351562,57.599998474121094,25.979999542236328,9.54800033569336,2023-01-04,2023
2023-01-05,6761.5,10.399999618530273,137.60000610351562,115.19999694824219,24.709999084472656,50.56999969482422,58.61000061035156,15.725000381469727,163.6999969482422,26.7450008392334,97.41000366210938,35.10499954223633,173.9499969482422,29.5,13.350000381469727,66.13999938964844,25.440000534057617,113.5,518.0,78.4000015258789,728.4000244140625,28.3799991607666,26.479999542236328,354.04998779296875,9.897000312805176,61.41999816894531,184.3000030517578,1548.5,35.06999969482422,118.80000305175781,90.3499984741211,51.369998931884766,34.564998626708984,139.6199951171875,232.8000030517578,57.939998626708984,25.920000076293945,9.371999740600586,2023-01-05,2023
2023-01-06,6860.9501953125,10.517999649047852,141.27999877929688,116.54000091552734,24.889999389648438,49.64500045776367,59.11000061035156,16.014999389648438,165.64999389648438,27.344999313354492,98.4800033569336,35.084999084472656,176.10000610351562,29.860000610351562,12.946000099182129,66.16000366210938,25.510000228881836,115.94999694824219,527.5999755859375,79.4800033569336,748.7999877929688,28.920000076293945,26.985000610351562,358.6000061035156,9.890999794006348,62.060001373291016,186.3000030517578,1591.5,36.14500045776367,122.4000015258789,91.12000274658203,52.380001068115234,35.44499969482422,141.89999389648438,234.5,58.68000030517578,26.530000686645508,9.449999809265137,2023-01-06,2023
2023-01-09,6907.35986328125,10.526000022888184,142.5399932861328,117.5,24.6299991607666,49.1349983215332,59.02000045776367,16.719999313354492,166.8000030517578,27.405000686645508,99.75,34.98500061035156,175.85000610351562,30.3799991607666,13.163999557495117,69.13999938964844,25.06999969482422,114.5999984741211,526.5,80.81999969482422,759.5999755859375,29.235000610351562,27.295000076293945,365.8500061035156,9.88599967956543,61.68000030517578,187.85000610351562,1611.0,35.59000015258789,122.13999938964844,90.44000244140625,52.9900016784668,37.275001525878906,144.82000732421875,238.0,58.31999969482422,26.799999237060547,9.47599983215332,2023-01-09,2023
2023-01-10,6869.14013671875,10.47599983215332,141.6999969482422,115.0999984741211,24.75,49.4900016784668,58.349998474121094,16.825000762939453,163.60000610351562,27.450000762939453,99.4000015258789,34.38999938964844,172.64999389648438,30.459999084472656,13.156000137329102,66.62000274658203,24.549999237060547,115.5999984741211,524.2999877929688,79.36000061035156,756.2999877929688,28.709999084472656,27.204999923706055,364.3500061035156,9.892000198364258,61.36000061035156,187.5,1606.5,36.3650016784668,121.83999633789062,90.06999969482422,51.720001220703125,37.119998931884766,144.27999877929688,236.10000610351562,58.40999984741211,26.469999313354492,9.411999702453613,2023-01-10,2023
2023-01-11,6924.18994140625,10.425999641418457,144.5,113.9000015258789,25.010000228881836,49.775001525878906,58.599998474121094,16.780000686645508,163.5500030517578,27.329999923706055,99.68000030517578,34.970001220703125,173.14999389648438,30.530000686645508,13.29800033569336,63.400001525878906,24.2549991607666,113.5,543.4000244140625,80.9000015258789,772.2999877929688,28.844999313354492,27.3700008392334,367.70001220703125,9.786999702453613,61.13999938964844,190.1999969482422,1620.5,37.064998626708984,123.0999984741211,90.06999969482422,52.040000915527344,37.35499954223633,146.77999877929688,233.1999969482422,58.790000915527344,26.959999084472656,9.640000343322754,2023-01-11,2023
2023-01-12,6975.68017578125,10.522000312805176,143.4600067138672,116.23999786376953,25.3799991607666,49.35499954223633,59.68000030517578,16.7549991607666,168.9499969482422,27.809999465942383,101.04000091552734,34.94499969482422,170.4499969482422,30.899999618530273,13.425999641418457,64.63999938964844,24.84000015258789,113.8499984741211,554.0,81.36000061035156,773.7000122070312,29.295000076293945,28.0,367.1499938964844,9.913000106811523,62.13999938964844,191.35000610351562,1615.5,37.68000030517578,125.23999786376953,90.30000305175781,52.70000076293945,37.439998626708984,147.05999755859375,242.5,59.45000076293945,27.25,9.555999755859375,2023-01-12,2023
2023-01-13,7023.5,10.48799991607666,142.1999969482422,116.83999633789062,25.75,49.720001220703125,59.86000061035156,16.565000534057617,170.89999389648438,27.809999465942383,101.37999725341797,35.595001220703125,173.85000610351562,29.969999313354492,13.324000358581543,64.45999908447266,24.700000762939453,112.8499984741211,563.5999755859375,81.58000183105469,785.2999877929688,29.30500030517578,28.545000076293945,373.8999938964844,9.918999671936035,62.540000915527344,193.89999389648438,1651.0,37.1349983215332,126.54000091552734,91.18000030517578,53.25,37.85499954223633,148.3800048828125,245.5,59.72999954223633,26.860000610351562,9.571999549865723,2023-01-13,2023
2023-01-16,7043.31005859375,10.605999946594238,144.22000122070312,115.31999969482422,25.950000762939453,50.130001068115234,59.560001373291016,17.325000762939453,172.75,28.049999237060547,101.0999984741211,35.525001525878906,173.75,30.15999984741211,13.194000244140625,64.9000015258789,24.790000915527344,115.6500015258789,560.5999755859375,82.0199966430664,792.7000122070312,29.7450008392334,28.53499984741211,377.45001220703125,9.699999809265137,63.380001068115234,195.1999969482422,1629.0,37.314998626708984,126.69999694824219,91.8499984741211,53.939998626708984,37.970001220703125,147.33999633789062,250.39999389648438,59.380001068115234,27.469999313354492,9.654000282287598,2023-01-16,2023
2023-01-17,7077.16015625,10.571999549865723,144.67999267578125,116.31999969482422,25.81999969482422,50.08000183105469,59.4900016784668,17.485000610351562,171.25,28.059999465942383,102.87999725341797,35.834999084472656,176.75,30.09000015258789,12.472000122070312,66.05999755859375,24.565000534057617,116.94999694824219,555.0999755859375,82.5,797.4000244140625,29.53499984741211,28.950000762939453,387.0,9.680999755859375,62.70000076293945,196.75,1658.0,38.02000045776367,127.9800033569336,91.9000015258789,53.79999923706055,38.724998474121094,148.16000366210938,251.8000030517578,59.599998474121094,27.079999923706055,9.59000015258789,2023-01-17,2023
2023-01-18,7083.39013671875,10.60200023651123,144.32000732421875,118.54000091552734,26.31999969482422,49.97999954223633,59.63999938964844,17.395000457763672,176.3000030517578,28.260000228881836,103.87999725341797,35.57500076293945,175.64999389648438,30.15999984741211,12.529999732971191,66.63999938964844,24.735000610351562,116.1500015258789,543.7000122070312,82.4000015258789,801.9000244140625,29.44499969482422,28.895000457763672,383.6000061035156,9.623000144958496,62.15999984741211,191.0500030517578,1662.0,37.275001525878906,129.3000030517578,91.33000183105469,54.5,39.5099983215332,148.33999633789062,255.6999969482422,59.599998474121094,27.219999313354492,9.597999572753906,2023-01-18,2023
2023-01-19,6951.8701171875,10.434000015258789,144.8000030517578,116.91999816894531,25.450000762939453,50.209999084472656,58.900001525878906,17.045000076293945,172.0,27.8799991607666,102.37999725341797,34.834999084472656,170.9499969482422,29.520000457763672,12.472000122070312,64.33999633789062,24.21500015258789,118.0,530.0,80.55999755859375,776.5999755859375,28.860000610351562,27.895000457763672,376.6000061035156,9.572999954223633,61.81999969482422,192.3000030517578,1614.5,36.5,127.22000122070312,91.25,53.08000183105469,38.04499816894531,142.97999572753906,250.0,58.34000015258789,26.479999542236328,9.461999893188477,2023-01-19,2023
