Ticker,Year,Trimestre,Tri_Performance,CAC40_Tri_Performance,Quarterly_Beta,abs_Beta,Date
AIR.PA,2021,3,4.731571315781746,-0.5158832482517985,1.45,1.45,2021-T3
AIR.PA,2021,4,-3.619832865347405,9.747929856462608,1.65,1.65,2021-T4
AIR.PA,2022,1,-4.976751170718575,-7.722503693457224,1.44,1.44,2022-T1
AIR.PA,2022,2,-16.726716137929177,-11.391604947073542,1.27,1.27,2022-T2
AIR.PA,2022,3,-6.667365200074949,-2.844689029902581,1.26,1.26,2022-T3
AIR.PA,2022,4,24.447929360409404,11.729241989516805,1.03,1.03,2022-T4
AIR.PA,2023,1,8.27331645744686,11.03666094833144,1.19,1.19,2023-T1
AIR.PA,2023,2,5.718852904660476,0.7364605571488261,0.99,0.99,2023-T2
AIR.PA,2023,3,-0.2865251379987353,-0.8392141651334131,0.5,0.5,2023-T3
ALO.PA,2020,1,-16.94339197347594,-27.23462522241993,0.82,0.82,2020-T1
ALO.PA,2020,2,11.287286081410793,17.321330834540717,0.82,0.82,2020-T2
ALO.PA,2020,3,5.247528997109327,-2.5066268610684657,0.75,0.75,2020-T3
ALO.PA,2020,4,19.85372165503936,15.078028194161847,0.8,0.8,2020-T4
ALO.PA,2021,1,-11.875646719660784,8.557406438299557,0.87,0.87,2021-T1
ALO.PA,2021,2,-2.249253039018829,6.633995958992106,0.87,0.87,2021-T2
ALO.PA,2021,3,-23.60465471134629,-0.5158832482517985,0.57,0.57,2021-T3
ALO.PA,2021,4,-1.545253185952001,9.747929856462608,0.91,0.91,2021-T4
ALO.PA,2022,1,-32.944511607196816,-7.722503693457224,1.45,1.45,2022-T1
ALO.PA,2022,2,2.3707918273231803,-11.391604947073542,0.72,0.72,2022-T2
ALO.PA,2022,3,-23.43392685566831,-2.844689029902581,1.77,1.77,2022-T3
ALO.PA,2022,4,35.06954173734788,11.729241989516805,1.32,1.32,2022-T4
